symbol,side,entry_time,exit_time,entry,sl,r_multiple,net_pnl
SOLUSDT,long,2025-01-28 00:00:00+00:00,2025-02-01 20:06:00+00:00,232.37,220.07497142857142,-1.0,-1.0
SOLUSDT,long,2025-03-03 08:00:00+00:00,2025-03-03 14:51:00+00:00,161.703,159.7462142857143,-1.0,-1.0
SOLUSDT,short,2025-03-24 04:00:00+00:00,2025-03-24 10:32:00+00:00,138.83,141.3701714285714,-1.0,-1.0
SOLUSDT,short,2025-04-04 12:00:00+00:00,2025-04-09 20:59:00+00:00,120.88,130.3166857142857,0.09007399692385885,0.09007399692385885
SOLUSDT,short,2025-04-10 04:00:00+00:00,2025-04-15 12:59:00+00:00,115.97,136.6225142857143,-0.8003868086625218,-0.8003868086625218
SOLUSDT,short,2025-04-16 16:00:00+00:00,2025-04-19 02:11:00+00:00,131.47,136.3717142857143,-1.0,-1.0
SOLUSDT,short,2025-05-04 20:00:00+00:00,2025-05-05 22:41:00+00:00,145.99,147.62702857142858,-1.0,-1.0
SOLUSDT,long,2025-05-11 12:00:00+00:00,2025-05-12 07:08:00+00:00,171.13,168.37845714285714,2.223645954477496,2.223645954477496
SOLUSDT,long,2025-05-14 00:00:00+00:00,2025-05-15 14:17:00+00:00,176.39,167.82577142857144,-1.0,-1.0
SOLUSDT,long,2025-05-23 16:00:00+00:00,2025-05-23 20:13:00+00:00,179.022,177.63592857142856,-1.0,-1.0
SOLUSDT,long,2025-06-11 04:00:00+00:00,2025-06-11 18:17:00+00:00,163.91,162.28005714285715,-1.0,-1.0
SOLUSDT,short,2025-06-12 16:00:00+00:00,2025-06-13 00:41:00+00:00,158.69,161.0658857142857,6.012121795180139,6.012121795180139
SOLUSDT,short,2025-06-22 00:00:00+00:00,2025-06-22 10:24:00+00:00,137.28,138.6576,2.9198606271777017,2.9198606271777017
SOLUSDT,short,2025-06-27 20:00:00+00:00,2025-06-28 15:57:00+00:00,142.07,148.19788571428572,-1.0,-1.0
SOLUSDT,long,2025-07-12 12:00:00+00:00,2025-07-14 05:52:00+00:00,159.82,157.27982857142857,2.480080084583722,2.480080084583722
SOLUSDT,long,2025-07-17 00:00:00+00:00,2025-07-22 08:59:00+00:00,172.03,156.81194285714287,1.6388425779900577,1.6388425779900577
SOLUSDT,short,2025-07-30 04:00:00+00:00,2025-07-30 10:05:00+00:00,182.84,183.91517857142858,2.962132536123527,2.962132536123527
SOLUSDT,short,2025-07-31 12:00:00+00:00,2025-08-01 00:58:00+00:00,180.82,183.82565714285715,3.5181467328275886,3.5181467328275886
SOLUSDT,long,2025-08-11 20:00:00+00:00,2025-08-13 05:31:00+00:00,175.343,172.52389142857143,7.7995901439969355,7.7995901439969355
SOLUSDT,long,2025-08-14 12:00:00+00:00,2025-08-14 21:26:00+00:00,195.528,188.68105714285716,-1.0,-1.0
SOLUSDT,long,2025-08-19 04:00:00+00:00,2025-08-19 16:50:00+00:00,180.68,176.8253714285714,-1.0,-1.0
SOLUSDT,long,2025-09-01 20:00:00+00:00,2025-09-02 00:00:00+00:00,198.3,197.0974857142857,-1.0,-1.0
SOLUSDT,short,2025-09-23 04:00:00+00:00,2025-09-26 16:11:00+00:00,219.62,227.82074285714285,2.524070990084529,2.524070990084529
SOLUSDT,long,2025-10-10 20:00:00+00:00,2025-10-12 21:33:00+00:00,175.0,169.63685714285714,3.443290181663203,3.443290181663203
SOLUSDT,short,2025-10-14 12:00:00+00:00,2025-10-19 20:59:00+00:00,197.43,209.8085142857143,0.6365868971120462,0.6365868971120462
SOLUSDT,short,2025-10-23 04:00:00+00:00,2025-10-26 12:00:00+00:00,187.36,198.1136,-1.0,-1.0
SOLUSDT,short,2025-11-11 00:00:00+00:00,2025-11-16 08:59:00+00:00,170.9,189.38754285714285,1.5556421003177452,1.5556421003177452
SOLUSDT,long,2025-12-04 16:00:00+00:00,2025-12-04 20:00:00+00:00,141.26,140.30017857142857,-1.0,-1.0
SOLUSDT,short,2025-12-16 20:00:00+00:00,2025-12-22 04:59:00+00:00,128.57,135.66914285714287,0.2958103593995233,0.2958103593995233
SOLUSDT,short,2025-12-27 00:00:00+00:00,2025-12-27 22:00:00+00:00,122.66,124.59262857142858,-1.0,-1.0
SOLUSDT,short,2026-01-01 08:00:00+00:00,2026-01-01 17:30:00+00:00,124.77,125.29497142857143,-1.0,-1.0
