scenario_name,execution_model,strategy_variant,risk_multiplier,effective_notional_cap,sa_cap_tag,symbol,entry_time,exit_time,side,entry,fill_entry,fill_vs_refined_pct,avg_entry_exec,sl,qty,notional,requested_notional,risk_pct_requested,risk_pct_base,actual_risk_amount,risk_per_unit_exec,r_multiple,net_pnl,result,exit_reason,hold_bars,score,grade,run_potential,rp_action,tier,tier_mult,pre_entry_total,pre_entry_sweep,wick_ratio_5,tp_plan_name,expansion_state,a_sweep,a_volume,a_pre_total_ge4,a_sweep_count_2_4,a_score_ge13,a_wick_le_q1,a_pre_total_ge1,a_trend_align,a_mss,a_fvg,a_ob,a_overlap,zone_has_ob,zone_has_fvg,h1_refined,h1_overlap_frac,zone_low_pre,zone_high_pre,ob_mode,sweep_recent_n,disp_atr_mult,disp_body_ratio,mss_mode,n_combos_matched,a_room,a_efficiency,a_bb_squeeze,a_vol_expansion,n_atoms_true,atoms_true,tag_sweep,tag_volume,pass_vol,pass_sweep,pass_d1,pass_pull,pass_atr,pass_combo,pass_count,filter_groups_active,entry_refined,entry_improved_by,max_rr_seen,runner_max_rr_seen,runner_candidate_2of3,post_2of3_apply_ok,runner_protected,proxy_runner,balance_at_entry,phase_at_entry,entry_cost_mode,slippage_applied_pct,split_tranches_used,balance_after_exit,phase_at_exit,month,btc_zone,a_trend_counter,matched_rule,n_rules_matched,r15m,exit_time_15m
BTC+ETH+SOL+XRP+DOGE+AVAX+LINK+BNB+ADA v19b norefine rpboost (9coins),orderbook_split_proxy,v19b_norefine_rpboost_9coins,1.0,3.0,capFixed,ADAUSDT,2022-02-09 16:00:00+00:00,2022-02-09 20:00:00+00:00,short,1.2072,1.2072,0.0,1.2072,1.2174964285714287,1726.5965236828788,2084.3473233899717,2084.3473233899717,0.008,0.008,17.77777777777778,0.0102964285714286,0.1328804630593141,2.362319343276696,win,stop,1,7.5,B,2,tier_d_skip,D,1.0,0,0,0.2875354107648732,base,False,False,True,False,False,False,True,False,False,True,True,False,False,False,True,False,0.0,1.2072,1.2113,engulf,10,1.3,0.45,legacy,1,True,False,False,False,5,"a_volume,a_wick_le_q1,a_mss,a_fvg,a_room",False,True,True,False,False,False,False,VOLUME,1,False,False,0.0,1.612209503988883,,False,False,False,False,2222.222222222222,A,direct_under_threshold,0.0,1,2224.584541565499,A,2022-02,up,True,a_mss+a_room+a_volume||up||short,1,2.188403028095732,2022-02-10 03:30:00+00:00
BTC+ETH+SOL+XRP+DOGE+AVAX+LINK+BNB+ADA v19b norefine rpboost (9coins),orderbook_split_proxy,v19b_norefine_rpboost_9coins,1.0,3.0,capFixed,AVAXUSDT,2022-02-22 00:00:00+00:00,2022-02-22 04:00:00+00:00,long,68.35,68.35,0.0,68.35,66.82708571428572,13.14667612084228,898.5753128595697,898.5753128595697,0.009,0.009,20.02126087408949,1.522914285714279,0.2049939448801168,4.104237248053541,win,stop,1,8.5,B,0,tier_d_skip,D,1.0,0,0,0.2439961575408271,base,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,0.0,66.16,68.35,engulf,10,1.3,0.45,legacy,1,True,True,False,True,3,"a_sweep,a_wick_le_q1,a_room",True,False,False,True,False,False,False,SWEEP,1,False,False,0.0,1.0768826685677886,,False,False,False,False,2224.584541565499,A,direct_under_threshold,0.0,1,2228.6887788135523,A,2022-02,down,True,a_fvg_absent+a_ob+a_room+a_trend_counter+a_vol_expansion||down||long,1,2.109798823683918,2022-02-22 14:00:00+00:00
BTC+ETH+SOL+XRP+DOGE+AVAX+LINK+BNB+ADA v19b norefine rpboost (9coins),orderbook_split_proxy,v19b_norefine_rpboost_9coins,1.0,3.0,capFixed,BTCUSDT,2022-02-24 08:00:00+00:00,2022-02-24 20:00:00+00:00,short,35920.8,35920.8,0.0,35920.8,39233.124,0.0148026440450566,531.7228162136701,531.7228162136701,0.022,0.022,49.03115313389815,3312.3240000000005,-1.0113445912899826,-49.58739152667877,loss,stop,3,12.75,S,3,rp_pass_rp3,S,1.0,4,2,0.1059233449477376,expansion,True,False,True,True,True,True,True,True,True,True,True,False,False,False,True,True,0.4874757769324619,35569.9,36963.2,engulf,10,1.3,0.45,legacy,1,True,True,False,False,10,"a_volume,a_pre_total_ge4,a_sweep_count_2_4,a_score_ge13,a_wick_le_q1,a_pre_total_ge1,a_trend_align,a_mss,a_fvg,a_room",False,True,True,True,False,False,False,SWEEP+VOLUME,2,False,True,0.4874757769324619,0.2669122948117411,,False,False,False,False,2228.6887788135523,A,direct_under_threshold,0.0,1,2179.101387286873,A,2022-02,down,False,a_mss+a_room+a_volume||down||short,1,-1.0113445912899826,2022-02-24 20:00:00+00:00
BTC+ETH+SOL+XRP+DOGE+AVAX+LINK+BNB+ADA v19b norefine rpboost (9coins),orderbook_split_proxy,v19b_norefine_rpboost_9coins,1.0,3.0,capFixed,ETHUSDT,2022-02-24 08:00:00+00:00,2022-02-24 20:00:00+00:00,short,2495.68,2495.68,0.0,2495.68,2759.547771428572,0.1266935006924586,316.1864358081551,316.1864358081551,0.015,0.015,33.43033168220328,263.8677714285718,-1.0099580705574176,-33.763233283852536,loss,stop,3,12.75,S,3,rp_pass_rp3,S,1.0,4,1,0.0833893334962434,expansion,True,False,True,True,False,True,True,True,True,True,True,False,False,False,True,True,0.2871978622616301,2408.73,2573.39,engulf,10,1.3,0.45,legacy,1,True,True,False,False,9,"a_volume,a_pre_total_ge4,a_score_ge13,a_wick_le_q1,a_pre_total_ge1,a_trend_align,a_mss,a_fvg,a_room",False,True,True,True,False,False,False,SWEEP+VOLUME,2,False,True,0.2871978622616301,0.5601290343258488,,False,False,False,False,2228.6887788135523,A,direct_under_threshold,0.0,1,2145.338154003021,A,2022-02,down,False,a_mss+a_room+a_volume||down||short,1,-1.0099580705574176,2022-02-24 20:00:00+00:00
BTC+ETH+SOL+XRP+DOGE+AVAX+LINK+BNB+ADA v19b norefine rpboost (9coins),orderbook_split_proxy,v19b_norefine_rpboost_9coins,1.0,3.0,capFixed,BNBUSDT,2022-02-24 12:00:00+00:00,2022-02-26 00:00:00+00:00,short,343.95,343.95,0.0,343.95,383.8310857142857,0.6706002323347632,230.65294991154175,230.65294991154175,0.012,0.012,26.744265345762624,39.88108571428575,-1.0091243890766697,-26.98829042834705,loss,stop,9,12.75,S,3,rp_pass_rp3,S,1.0,5,1,0.1059739434381953,expansion,True,False,True,True,False,True,True,True,True,True,True,False,False,False,True,True,0.5837683910773619,343.95,365.02,engulf,10,1.3,0.45,legacy,1,True,True,False,True,9,"a_volume,a_pre_total_ge4,a_score_ge13,a_wick_le_q1,a_pre_total_ge1,a_trend_align,a_mss,a_fvg,a_room",False,True,True,True,False,False,False,SWEEP+VOLUME,2,False,True,0.5837683910773619,0.0551639946755995,,False,False,False,False,2228.6887788135523,A,direct_under_threshold,0.0,1,2118.3498635746737,A,2022-02,down,False,a_room+a_score_ge13+a_vol_expansion+a_volume||down||short,2,-1.0091243890766695,2022-02-26 00:30:00+00:00
BTC+ETH+SOL+XRP+DOGE+AVAX+LINK+BNB+ADA v19b norefine rpboost (9coins),orderbook_split_proxy,v19b_norefine_rpboost_9coins,1.0,3.0,capFixed,LINKUSDT,2022-02-24 16:00:00+00:00,2022-02-26 00:00:00+00:00,short,12.405,12.405,0.0,12.405,14.656491428571428,7.918977618236478,98.2349173542235,98.2349173542235,0.008,0.008,17.82951023050842,2.2514914285714287,-1.006009681201794,-17.936659902977897,loss,stop,8,12.75,S,3,rp_pass_rp3,C,1.0,1,0,0.3429869392390683,expansion,True,False,True,False,False,True,True,True,True,True,True,False,False,False,True,True,0.6285390713476794,12.405,13.288,engulf,10,1.3,0.45,legacy,1,True,True,False,True,8,"a_volume,a_score_ge13,a_wick_le_q1,a_pre_total_ge1,a_trend_align,a_mss,a_fvg,a_room",False,True,True,True,False,False,False,SWEEP+VOLUME,2,False,True,0.6285390713476794,0.0,,False,False,False,False,2228.6887788135523,A,direct_under_threshold,0.0,1,2100.413203671696,A,2022-02,down,False,a_room+a_score_ge13+a_vol_expansion+a_volume||down||short,2,-1.0060096812017938,2022-02-26 00:30:00+00:00
BTC+ETH+SOL+XRP+DOGE+AVAX+LINK+BNB+ADA v19b norefine rpboost (9coins),orderbook_split_proxy,v19b_norefine_rpboost_9coins,1.0,3.0,capFixed,ADAUSDT,2022-02-24 16:00:00+00:00,2022-02-28 00:00:00+00:00,short,0.8321,0.8321,0.0,0.8321,0.952944,147.54154306799188,122.76931798687605,122.76931798687605,0.008,0.008,17.82951023050842,0.120844,-0.3819366290424016,-6.809743034917399,time_exit_non_runner,time_exit_non_runner,20,12.75,S,3,rp_pass_rp3,C,1.0,1,0,0.3252212389380529,expansion,True,False,True,False,False,True,True,True,True,True,True,False,False,False,True,True,0.351738241308796,0.8133,0.8622,engulf,10,1.3,0.45,legacy,1,True,True,False,True,8,"a_volume,a_score_ge13,a_wick_le_q1,a_pre_total_ge1,a_trend_align,a_mss,a_fvg,a_room",False,True,True,True,False,False,False,SWEEP+VOLUME,2,False,True,0.351738241308796,0.0744761841713274,,False,False,False,False,2228.6887788135523,A,direct_under_threshold,0.0,1,2093.6034606367784,A,2022-02,down,False,a_room+a_score_ge13+a_vol_expansion+a_volume||down||short,2,-0.38193662904240167,2022-02-28 03:45:00+00:00
BTC+ETH+SOL+XRP+DOGE+AVAX+LINK+BNB+ADA v19b norefine rpboost (9coins),orderbook_split_proxy,v19b_norefine_rpboost_9coins,1.0,3.0,capFixed,SOLUSDT,2022-02-24 08:00:00+00:00,2022-03-01 00:00:00+00:00,short,84.54,84.54,0.0,84.54,96.47954285714285,1.8666449842174968,157.8061669657472,157.8061669657472,0.01,0.01,22.286887788135523,11.93954285714284,-1.007580673105455,-22.45583739899534,loss,stop,10,12.25,S,3,rp_pass_rp3,S,1.0,2,2,0.1487658438959311,expansion,True,False,True,False,True,True,True,True,True,True,True,False,False,False,True,True,0.207317073170725,84.54,86.18,engulf,10,1.3,0.45,legacy,1,True,False,False,True,9,"a_volume,a_sweep_count_2_4,a_score_ge13,a_wick_le_q1,a_pre_total_ge1,a_trend_align,a_mss,a_fvg,a_room",False,True,True,False,False,False,False,VOLUME,1,False,True,0.207317073170725,0.4279895856266338,,False,False,False,False,2228.6887788135523,A,direct_under_threshold,0.0,1,3552.629104719265,A,2022-03,down,False,a_room+a_score_ge13+a_vol_expansion+a_volume||down||short,2,-1.007580673105455,2022-03-01 00:00:00+00:00
BTC+ETH+SOL+XRP+DOGE+AVAX+LINK+BNB+ADA v19b norefine rpboost (9coins),orderbook_split_proxy,v19b_norefine_rpboost_9coins,1.0,3.0,capFixed,BTCUSDT,2022-03-01 08:00:00+00:00,2022-03-01 16:00:00+00:00,long,43215.1,43215.1,0.0,43215.1,42755.16,0.1699305133361409,7343.564126872663,7343.564126872663,0.022,0.022,78.15784030382382,459.9399999999951,1.6791812876213783,131.24118291908096,win,stop,2,7.75,B,1,rp_boost_rp1_x1.5,C,1.0,2,0,0.3233157348495106,base,False,False,True,False,False,False,True,True,False,False,True,False,False,False,True,True,0.0684203352868983,42859.36,43226.21,engulf,10,1.3,0.45,legacy,1,False,True,False,True,4,"a_volume,a_wick_le_q1,a_pre_total_ge1,a_fvg",False,True,False,False,False,False,False,none,0,False,True,0.0684203352868983,3.7394007914076175,1.968517632734729,False,False,False,False,3552.629104719265,A,direct_under_threshold,0.0,1,3683.870287638346,A,2022-03,up,True,a_trend_counter+a_vol_expansion+a_volume||up||long,1,2.2020314419893454,2022-03-01 13:15:00+00:00
BTC+ETH+SOL+XRP+DOGE+AVAX+LINK+BNB+ADA v19b norefine rpboost (9coins),orderbook_split_proxy,v19b_norefine_rpboost_9coins,1.0,3.0,capFixed,AVAXUSDT,2022-03-01 08:00:00+00:00,2022-03-03 08:00:00+00:00,long,83.09,83.09,0.0,83.09,73.45965714285714,3.3200959110981585,275.866769253146,275.866769253146,0.009,0.009,31.97366194247338,9.630342857142864,-0.1300581940414523,-4.158436729130004,time_exit_non_runner,time_exit_non_runner,12,9.25,B,1,rp_boost_rp1_x1.5,B,1.0,1,0,0.2121673003802285,base,False,True,True,False,False,False,True,True,False,False,True,False,False,False,True,True,0.3577981651376164,82.31,84.49,engulf,10,1.3,0.45,legacy,1,True,False,False,True,6,"a_sweep,a_volume,a_wick_le_q1,a_pre_total_ge1,a_fvg,a_room",True,True,True,True,False,False,False,SWEEP+VOLUME,2,False,True,0.3577981651376164,0.8068248571479422,,False,False,False,False,3552.629104719265,A,direct_under_threshold,0.0,1,3679.711850909216,A,2022-03,up,True,a_room+a_vol_expansion+a_volume||up||long,2,-0.1300581940414524,2022-03-03 11:45:00+00:00
